ubigeo,index_baseline,tier_baseline,index_alternative,tier_alternative,tier_change,rank_baseline,rank_alternative,rank_shift,distrito,provincia,departamento
151015,39.78433598183882,Weakly served,56.03717366628831,Moderately served,True,1151,732,419,HUANGASCAR,YAUYOS,LIMA
151016,22.531214528944382,Underserved,14.706299659477866,Underserved,False,1671,1725,-54,HUANTAN,YAUYOS,LIMA
151017,41.3923571698827,Weakly served,57.24318955732123,Moderately served,True,1093,656,437,HUAÑEC,YAUYOS,LIMA
151018,23.325766174801362,Underserved,14.961691259931897,Underserved,False,1653,1717,-64,LARAOS,YAUYOS,LIMA
151019,26.409383276579643,Underserved,46.00595913734393,Weakly served,True,1570,1309,261,LINCHA,YAUYOS,LIMA
151020,26.674233825198638,Underserved,46.204597048808175,Weakly served,True,1562,1301,261,MADEAN,YAUYOS,LIMA
151021,26.863412788497918,Underserved,46.346481271282634,Weakly served,True,1558,1295,263,MIRAFLORES,YAUYOS,LIMA
151022,24.895951570185396,Underserved,15.259648127128264,Underserved,False,1611,1709,-98,OMAS,YAUYOS,LIMA
151023,36.11426409383276,Weakly served,53.28461975028377,Weakly served,False,1254,907,347,PUTINZA,YAUYOS,LIMA
151024,31.233446840711313,Underserved,49.62400681044268,Weakly served,True,1430,1133,297,QUINCHES,YAUYOS,LIMA
151025,35.01702610669693,Weakly served,52.4616912599319,Weakly served,False,1290,960,330,QUINOCAY,YAUYOS,LIMA
151026,20.40295119182747,Underserved,41.50113507377979,Underserved,False,1730,1387,343,SAN JOAQUIN,YAUYOS,LIMA
151027,32.51986379114642,Underserved,21.20459704880817,Underserved,False,1376,1562,-186,SAN PEDRO DE PILAS,YAUYOS,LIMA
151028,24.13923571698827,Underserved,44.303348467650395,Underserved,False,1630,1353,277,TANTA,YAUYOS,LIMA
151029,22.379871358304957,Underserved,13.656356413166856,Underserved,False,1676,1739,-63,TAURIPAMPA,YAUYOS,LIMA
151030,29.152478244419218,Underserved,24.028093076049945,Underserved,False,1500,1506,-6,TOMAS,YAUYOS,LIMA
151031,24.93378736284525,Underserved,18.239216799091942,Underserved,False,1609,1643,-34,TUPE,YAUYOS,LIMA
151032,35.09269769201664,Weakly served,52.51844494892168,Weakly served,False,1287,956,331,VIÑAC,YAUYOS,LIMA
151033,32.103670071888004,Underserved,50.2766742338252,Weakly served,True,1397,1094,303,VITIS,YAUYOS,LIMA
160101,81.70639424895951,Best served,78.22077185017027,Best served,False,115,46,69,IQUITOS,MAYNAS,LORETO
160102,20.809685962920923,Underserved,12.790862656072646,Underserved,False,1728,1758,-30,ALTO NANAY,MAYNAS,LORETO
160103,32.1320469163829,Underserved,22.197786606129398,Underserved,False,1395,1536,-141,FERNANDO LORES,MAYNAS,LORETO
160104,32.340143776012106,Underserved,19.374290578887628,Underserved,False,1382,1613,-231,INDIANA,MAYNAS,LORETO
160105,21.112372304199774,Underserved,17.387911464245175,Underserved,False,1714,1662,52,LAS AMAZONAS,MAYNAS,LORETO
160106,28.670071888006056,Underserved,42.1183314415437,Underserved,False,1514,1384,130,MAZAN,MAYNAS,LORETO
160107,36.86152099886493,Weakly served,25.283768444948922,Underserved,True,1226,1488,-262,NAPO,MAYNAS,LORETO
160108,73.03253878168748,Best served,70.85698070374575,Best served,False,183,122,61,PUNCHANA,MAYNAS,LORETO
160109,20.40295119182747,Underserved,12.457434733257662,Underserved,False,1730,1762,-32,PUTUMAYO    1/,MAYNAS,LORETO
160110,21.2637154748392,Underserved,14.862372304199774,Underserved,False,1708,1721,-13,TORRES CAUSANA,MAYNAS,LORETO
160112,57.87930382141506,Moderately served,59.05930760499433,Moderately served,False,614,536,78,BELEN,MAYNAS,LORETO
160113,40.153234960272414,Weakly served,26.539443813847903,Underserved,True,1144,1472,-328,SAN JUAN BAUTISTA,MAYNAS,LORETO
160201,71.04615966704502,Best served,69.48070374574348,Best served,False,257,130,127,YURIMAGUAS,ALTO AMAZONAS,LORETO
160202,35.206205069996216,Weakly served,25.56044267877412,Underserved,True,1284,1486,-202,BALSAPUERTO,ALTO AMAZONAS,LORETO
160203,20.40295119182747,Underserved,17.46594778660613,Underserved,False,1730,1658,72,BARRANCA,DATEM DEL MARAÑON,LORETO
160204,20.40295119182747,Underserved,15.976163450624291,Underserved,False,1730,1691,39,CAHUAPANAS,DATEM DEL MARAÑON,LORETO
160205,21.396140749148696,Underserved,16.90550510783201,Underserved,False,1703,1669,34,JEBEROS,ALTO AMAZONAS,LORETO
160206,22.304199772985246,Underserved,15.60017026106697,Underserved,False,1677,1701,-24,LAGUNAS,ALTO AMAZONAS,LORETO
160207,27.147181233446844,Underserved,19.480703745743472,Underserved,False,1551,1610,-59,MANSERICHE,DATEM DEL MARAÑON,LORETO
160208,20.40295119182747,Underserved,13.620885357548241,Underserved,False,1730,1741,-11,MORONA,DATEM DEL MARAÑON,LORETO
160209,20.40295119182747,Underserved,13.40805902383655,Underserved,False,1730,1747,-17,PASTAZA,DATEM DEL MARAÑON,LORETO
160210,24.32841468028755,Underserved,23.04909194097616,Underserved,False,1623,1524,99,SANTA CRUZ,ALTO AMAZONAS,LORETO
160211,38.72493378736284,Weakly served,47.29710556186152,Weakly served,False,1176,1257,-81,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,LORETO
160301,22.285281876655315,Underserved,18.06895573212259,Underserved,False,1678,1647,31,NAUTA,LORETO,LORETO
160302,20.84752175558078,Underserved,20.083711691259936,Underserved,False,1727,1590,137,PARINARI   3/,LORETO,LORETO
160303,21.01778282255013,Underserved,13.372587968217935,Underserved,False,1719,1748,-29,TIGRE,LORETO,LORETO
160304,22.020431328036324,Underserved,13.443530079455165,Underserved,False,1686,1743,-57,TROMPETEROS,LORETO,LORETO
160305,21.169125993189557,Underserved,13.145573212258796,Underserved,False,1712,1754,-42,URARINAS  4/,LORETO,LORETO
160401,21.94475974271661,Underserved,16.53660612939841,Underserved,False,1689,1676,13,RAMON CASTILLA,MARISCAL RAMON CASTILLA,LORETO
160402,21.24479757850927,Underserved,16.18189557321226,Underserved,False,1709,1685,24,PEBAS,MARISCAL RAMON CASTILLA,LORETO
160403,20.904275444570565,Underserved,13.457718501702612,Underserved,False,1724,1742,-18,YAVARÍ,MARISCAL RAMON CASTILLA,LORETO
160404,21.490730230798334,Underserved,14.76305334846765,Underserved,False,1700,1724,-24,SAN PABLO,MARISCAL RAMON CASTILLA,LORETO
160501,22.152856602345818,Underserved,17.004824063564133,Underserved,False,1682,1667,15,REQUENA,REQUENA,LORETO
160502,20.86643965191071,Underserved,13.060442678774121,Underserved,False,1726,1755,-29,ALTO TAPICHE,REQUENA,LORETO
160503,23.382519863791146,Underserved,43.73581157775256,Underserved,False,1650,1368,282,CAPELO,REQUENA,LORETO
160504,20.998864926220204,Underserved,15.373155505107832,Underserved,False,1720,1705,15,EMILIO SAN MARTIN,REQUENA,LORETO
160505,22.66363980325388,Underserved,17.501418842224744,Underserved,False,1667,1657,10,MAQUIA,REQUENA,LORETO
160506,21.188043889519484,Underserved,42.08995459704881,Underserved,False,1711,1385,326,PUINAHUA,REQUENA,LORETO
160507,22.096102913356034,Underserved,42.77099886492622,Underserved,False,1684,1382,302,SAQUENA,REQUENA,LORETO
160508,20.979947029890276,Underserved,12.719920544835416,Underserved,False,1721,1759,-38,SOPLIN,REQUENA,LORETO
160509,21.43397654180855,Underserved,16.848751418842227,Underserved,False,1702,1671,31,TAPICHE,REQUENA,LORETO
160510,21.35830495648884,Underserved,19.856696935300796,Underserved,False,1705,1595,110,JENARO HERRERA,REQUENA,LORETO
160511,20.790768066590996,Underserved,12.691543700340523,Underserved,False,1729,1760,-31,YAQUERANA    2/,REQUENA,LORETO
160601,37.73174423004161,Weakly served,26.98637911464245,Underserved,True,1202,1468,-266,CONTAMANA,UCAYALI,LORETO
160602,24.574347332576618,Underserved,44.62968217934166,Underserved,False,1618,1346,272,INAHUAYA,UCAYALI,LORETO
160603,22.682557699583807,Underserved,43.21083995459705,Underserved,False,1666,1378,288,PADRE MARQUEZ,UCAYALI,LORETO
160604,20.96102913356035,Underserved,13.159761634506243,Underserved,False,1722,1753,-31,PAMPA HERMOSA,UCAYALI,LORETO
160605,22.758229284903518,Underserved,19.984392735527813,Underserved,False,1665,1591,74,SARAYACU,UCAYALI,LORETO
160606,21.093454407869846,Underserved,13.96850170261067,Underserved,False,1715,1735,-20,VARGAS GUERRA,UCAYALI,LORETO
170101,54.228149829738925,Moderately served,30.94494892167991,Underserved,True,703,1443,-740,TAMBOPATA,TAMBOPATA,MADRE DE DIOS
170102,23.704124101399923,Underserved,14.819807037457437,Underserved,False,1641,1722,-81,INAMBARI,TAMBOPATA,MADRE DE DIOS
170103,31.659099508134695,Underserved,18.097332576617482,Underserved,False,1411,1646,-235,LAS PIEDRAS,TAMBOPATA,MADRE DE DIOS
170104,24.25274309496784,Underserved,21.232973893303065,Underserved,False,1627,1561,66,LABERINTO,TAMBOPATA,MADRE DE DIOS
170201,21.301551267499054,Underserved,15.259648127128264,Underserved,False,1706,1709,-3,MANU,MANU,MADRE DE DIOS
170202,20.94211123723042,Underserved,13.287457434733257,Underserved,False,1723,1749,-26,FITZCARRALD,MANU,MADRE DE DIOS
170203,21.62315550510783,Underserved,15.344778660612942,Underserved,False,1698,1707,-9,MADRE DE DIOS,MANU,MADRE DE DIOS
170204,25.55807794173288,Underserved,45.367480136208854,Underserved,False,1594,1330,264,HUEPETUHE,MANU,MADRE DE DIOS
170301,28.216042376087778,Underserved,16.0400113507378,Underserved,False,1526,1688,-162,IÑAPARI,TAHUAMANU,MADRE DE DIOS
170302,45.46916382898222,Weakly served,44.019580022701476,Underserved,True,962,1363,-401,IBERIA,TAHUAMANU,MADRE DE DIOS
170303,31.772606886114264,Underserved,43.125709421112376,Underserved,False,1406,1380,26,TAHUAMANU,TAHUAMANU,MADRE DE DIOS
180101,64.27355278093077,Moderately served,39.883654937570945,Underserved,True,463,1419,-956,MOQUEGUA,MARISCAL NIETO,MOQUEGUA
180102,22.266363980325387,Underserved,15.075198637911466,Underserved,False,1679,1713,-34,CARUMAS,MARISCAL NIETO,MOQUEGUA
180103,46.82179341657208,Weakly served,61.31526674233825,Best served,True,920,389,531,CUCHUMBAYA,MARISCAL NIETO,MOQUEGUA
180104,68.85168369277336,Best served,61.55646992054484,Best served,False,336,372,-36,SAMEGUA,MARISCAL NIETO,MOQUEGUA
180105,29.720015134317062,Underserved,22.16940976163451,Underserved,False,1491,1538,-47,SAN CRISTOBAL,MARISCAL NIETO,MOQUEGUA
180106,51.11615588346575,Moderately served,29.7105561861521,Underserved,True,794,1448,-654,TORATA,MARISCAL NIETO,MOQUEGUA
180201,34.12788497919031,Underserved,51.79483541430193,Weakly served,True,1324,998,326,OMATE,GRAL.SANCHEZ CERRO,MOQUEGUA
180202,23.117669315172154,Underserved,18.267593643586835,Underserved,False,1655,1642,13,CHOJATA,GRAL.SANCHEZ CERRO,MOQUEGUA
180203,30.552402572833902,Underserved,49.11322360953462,Weakly served,True,1460,1163,297,COALAQUE,GRAL.SANCHEZ CERRO,MOQUEGUA
180204,25.65266742338252,Underserved,45.438422247446084,Underserved,False,1592,1326,266,ICHUÑA,GRAL.SANCHEZ CERRO,MOQUEGUA
180205,23.496027241770715,Underserved,16.42309875141884,Underserved,False,1648,1681,-33,LA CAPILLA,GRAL.SANCHEZ CERRO,MOQUEGUA
180206,25.53916004540295,Underserved,45.35329171396141,Underserved,False,1595,1331,264,LLOQUE,GRAL.SANCHEZ CERRO,MOQUEGUA
180207,25.104048429814604,Underserved,45.02695800227015,Underserved,False,1604,1338,266,MATALAQUE,GRAL.SANCHEZ CERRO,MOQUEGUA
180208,28.887627695800226,Underserved,47.864642451759366,Weakly served,True,1508,1223,285,PUQUINA,GRAL.SANCHEZ CERRO,MOQUEGUA
180209,26.995838062807415,Underserved,46.44580022701476,Weakly served,True,1556,1289,267,QUINISTAQUILLAS,GRAL.SANCHEZ CERRO,MOQUEGUA
180210,27.620128641695043,Underserved,26.170544835414304,Underserved,False,1541,1477,64,UBINAS,GRAL.SANCHEZ CERRO,MOQUEGUA
180211,31.479379493000376,Underserved,49.80845629965948,Weakly served,True,1421,1122,299,YUNGA,GRAL.SANCHEZ CERRO,MOQUEGUA
180301,88.66818009837306,Best served,76.41884222474461,Best served,False,78,81,-3,ILO,ILO,MOQUEGUA
180302,36.710177828225504,Weakly served,15.316401816118049,Underserved,True,1230,1708,-478,EL ALGARROBAL,ILO,MOQUEGUA
180303,55.826712069617855,Moderately served,29.540295119182748,Underserved,True,663,1451,-788,PACOCHA,ILO,MOQUEGUA
190101,73.7892546348846,Best served,65.25964812712826,Best served,False,157,157,0,CHAUPIMARCA,PASCO,PASCO
190102,34.3170639424896,Weakly served,25.74489216799092,Underserved,True,1311,1482,-171,HUACHON,PASCO,PASCO
190103,75.02837684449489,Best served,71.48127128263337,Best served,False,138,120,18,HUARIACA,PASCO,PASCO
190104,40.323496027241774,Weakly served,51.170544835414304,Weakly served,False,1141,1036,105,HUAYLLAY,PASCO,PASCO
190105,44.29625425652667,Weakly served,49.99290578887628,Weakly served,False,1000,1113,-113,NINACACA,PASCO,PASCO
190106,63.42224744608399,Moderately served,63.812429057888764,Best served,True,482,230,252,PALLANCHACRA,PASCO,PASCO
190107,41.155883465758606,Weakly served,52.40493757094211,Weakly served,False,1108,964,144,PAUCARTAMBO,PASCO,PASCO
190108,71.95421869088156,Best served,63.883371169125994,Best served,False,222,228,-6,SAN FCO.DE ASIS DE YARUSYAC,PASCO,PASCO
190109,66.26939084373818,Best served,65.08229284903518,Best served,False,408,162,246,SIMON BOLIVAR,PASCO,PASCO
190110,44.63677639046538,Weakly served,50.44693530079455,Weakly served,False,990,1083,-93,TICLACAYAN,PASCO,PASCO
190111,70.47862277714718,Best served,62.776674233825204,Best served,False,281,296,-15,TINYAHUARCO,PASCO,PASCO
190112,60.01702610669693,Moderately served,54.930476730987515,Moderately served,False,560,803,-243,VICCO,PASCO,PASCO
190113,88.93303064699205,Best served,76.61748013620885,Best served,False,74,77,-3,YANACANCHA,PASCO,PASCO
190201,53.66061293984109,Moderately served,60.12343927355278,Moderately served,False,722,464,258,YANAHUANCA,DANIEL ALCIDES CARRION,PASCO
190202,54.9470298902762,Moderately served,59.42820658342792,Moderately served,False,685,510,175,CHACAYAN,DANIEL ALCIDES CARRION,PASCO
190203,69.62731744230041,Best served,62.13819523269012,Best served,False,307,333,-26,GOYLLARIQUIZGA,DANIEL ALCIDES CARRION,PASCO
190204,47.16231555051078,Weakly served,61.570658342792285,Best served,True,911,371,540,PAUCAR,DANIEL ALCIDES CARRION,PASCO
190205,42.67877412031781,Weakly served,58.20800227014756,Moderately served,True,1049,592,457,SAN PEDRO DE PILLAO,DANIEL ALCIDES CARRION,PASCO
190206,61.606129398410886,Moderately served,62.42196367763904,Best served,True,523,316,207,SANTA ANA DE TUSI,DANIEL ALCIDES CARRION,PASCO
190207,48.9216799091941,Moderately served,62.89018161180476,Best served,True,864,289,575,TAPUC,DANIEL ALCIDES CARRION,PASCO
190208,60.84941354521377,Moderately served,61.81186152099887,Best served,True,538,354,184,VILCABAMBA,DANIEL ALCIDES CARRION,PASCO
190301,80.06053726825576,Best served,69.96311010215663,Best served,False,123,128,-5,OXAPAMPA,OXAPAMPA,PASCO
190302,57.57661748013621,Moderately served,53.10017026106697,Weakly served,True,619,918,-299,CHONTABAMBA,OXAPAMPA,PASCO
190303,41.19371925841847,Weakly served,25.631384790011353,Underserved,True,1106,1483,-377,HUANCABAMBA,OXAPAMPA,PASCO
190304,32.198259553537646,Underserved,50.347616345062434,Weakly served,True,1390,1089,301,PALCAZU,OXAPAMPA,PASCO
190305,39.576239122209614,Weakly served,55.8811010215664,Moderately served,True,1158,742,416,POZUZO,OXAPAMPA,PASCO
190306,28.461975028376845,Underserved,18.622304199772984,Underserved,False,1520,1632,-112,PUERTO BERMUDEZ,OXAPAMPA,PASCO
190307,70.4975406734771,Best served,68.58683314415437,Best served,False,280,135,145,VILLA RICA,OXAPAMPA,PASCO
200101,91.80855088914112,Best served,78.77412031782066,Best served,False,33,33,0,PIURA,PIURA,PIURA
200104,88.51683692773364,Best served,76.30533484676505,Best served,False,81,84,-3,CASTILLA,PIURA,PIURA
200105,56.78206583427924,Moderately served,32.77525539160045,Underserved,True,645,1436,-791,CATACAOS,PIURA,PIURA
200107,51.12561483163071,Moderately served,28.341373439273553,Underserved,True,793,1458,-665,CURA MORI,PIURA,PIURA
200108,53.755202421490736,Moderately served,55.994608399545974,Moderately served,False,718,734,-16,EL TALLAN,PIURA,PIURA
200109,68.98410896708285,Best served,61.65578887627696,Best served,False,332,366,-34,LA ARENA,PIURA,PIURA
200110,65.99508134695421,Best served,59.41401816118048,Moderately served,True,418,511,-93,LA UNION,PIURA,PIURA
200111,45.83806280741581,Weakly served,60.577468785471055,Best served,True,951,437,514,LAS LOMAS,PIURA,PIURA
200114,53.45251608021188,Moderately served,57.938422247446084,Moderately served,False,735,611,124,TAMBO GRANDE,PIURA,PIURA
200201,39.46273174423004,Weakly served,55.79597048808173,Moderately served,True,1161,748,413,AYABACA,AYABACA,PIURA
200202,47.49337873628452,Weakly served,54.249432463110104,Moderately served,True,903,844,59,FRÍAS,AYABACA,PIURA
200203,44.11653424139236,Weakly served,59.28632236095346,Moderately served,True,1005,519,486,JILILI,AYABACA,PIURA
200204,42.64093832765796,Weakly served,58.179625425652674,Moderately served,True,1050,594,456,LAGUNAS,AYABACA,PIURA
200205,44.15437003405221,Weakly served,59.314699205448356,Moderately served,True,1004,517,487,MONTERO,AYABACA,PIURA
200206,30.628074158153613,Underserved,49.1699772985244,Weakly served,True,1454,1159,295,PACAIPAMPA,AYABACA,PIURA
200207,34.69542186908815,Weakly served,52.220488081725314,Weakly served,False,1300,975,325,PAIMAS,AYABACA,PIURA
200208,36.4737041241014,Weakly served,53.55419977298524,Weakly served,False,1237,888,349,SAPILLICA,AYABACA,PIURA
200209,49.90541051835035,Moderately served,63.62797956867196,Best served,True,828,241,587,SICCHEZ,AYABACA,PIURA
200210,31.706394248959516,Underserved,49.97871736662883,Weakly served,True,1410,1114,296,SUYO,AYABACA,PIURA
200301,40.9194097616345,Weakly served,56.888479001135074,Moderately served,True,1122,679,443,HUANCABAMBA,HUANCABAMBA,PIURA
200302,40.82482027998486,Weakly served,56.817536889897845,Moderately served,True,1126,684,442,CANCHAQUE,HUANCABAMBA,PIURA
200303,35.50889141127506,Weakly served,52.830590238365495,Weakly served,False,1273,937,336,EL CARMEN DE LA FRONTERA,HUANCABAMBA,PIURA
200304,33.25766174801362,Underserved,51.14216799091941,Weakly served,True,1347,1038,309,HUARMACA,HUANCABAMBA,PIURA
200305,43.00037835792659,Weakly served,58.44920544835414,Moderately served,True,1039,575,464,LALAQUIZ,HUANCABAMBA,PIURA
200306,46.74612183125237,Weakly served,61.258513053348466,Best served,True,924,393,531,SAN MIGUEL DE EL FAIQUE,HUANCABAMBA,PIURA
200307,36.58721150208096,Weakly served,53.63933030646992,Weakly served,False,1232,883,349,SONDOR,HUANCABAMBA,PIURA
200308,42.546348846008314,Weakly served,58.10868331441544,Moderately served,True,1057,599,458,SONDORILLO,HUANCABAMBA,PIURA
200401,76.99583806280742,Best served,46.69409761634506,Weakly served,True,133,1279,-1146,CHULUCANAS,MORROPON,PIURA
200402,49.89595157018539,Moderately served,56.07973893303065,Moderately served,False,829,729,100,BUENOS AIRES,MORROPON,PIURA
200403,48.14604615966704,Moderately served,62.30845629965948,Best served,True,881,324,557,CHALACO,MORROPON,PIURA
200404,39.75595913734393,Weakly served,21.970771850170262,Underserved,True,1153,1545,-392,LA MATANZA,MORROPON,PIURA
200405,66.88422247446084,Best served,60.08087400681045,Moderately served,True,394,467,-73,MORROPON,MORROPON,PIURA
200406,30.590238365493757,Underserved,49.141600454029515,Weakly served,True,1459,1161,298,SALITRAL,MORROPON,PIURA
200407,34.39273552780931,Weakly served,51.993473325766175,Weakly served,False,1307,988,319,SAN JUAN DE BIGOTE,MORROPON,PIURA
200408,54.805145667801746,Moderately served,62.73410896708286,Best served,True,692,298,394,SANTA CATALINA DE MOSSA,MORROPON,PIURA
200409,51.65531592886871,Moderately served,58.26475595913735,Moderately served,False,780,589,191,SANTO DOMINGO,MORROPON,PIURA
200410,44.457056375331064,Weakly served,59.541713961407496,Moderately served,True,994,500,494,YAMANGO,MORROPON,PIURA
200501,85.527809307605,Best served,74.06356413166856,Best served,False,100,105,-5,PAITA,PAITA,PIURA
200502,57.463110102156634,Moderately served,59.371452894438136,Moderately served,False,622,514,108,AMOTAPE,PAITA,PIURA
200503,72.38933030646993,Best served,64.20970488081726,Best served,False,207,211,-4,ARENAL,PAITA,PIURA
200504,52.12826333711691,Moderately served,49.0139046538025,Weakly served,True,758,1169,-411,COLAN,PAITA,PIURA
200505,56.23344684071131,Moderately served,52.0927922814983,Weakly served,True,655,982,-327,LA HUACA,PAITA,PIURA
200506,50.037835792659855,Moderately served,53.965664018161185,Moderately served,False,819,863,-44,TAMARINDO,PAITA,PIURA
200507,60.811577752553916,Moderately served,55.52639046538025,Moderately served,False,540,764,-224,VICHAYAL,PAITA,PIURA
200601,81.78206583427922,Best served,77.61066969353008,Best served,False,114,65,49,SULLANA,SULLANA,PIURA
200602,74.56488838441166,Best served,65.84137343927355,Best served,False,142,144,-2,BELLAVISTA,SULLANA,PIURA
200603,59.6292092319334,Moderately served,60.435584562996596,Moderately served,False,572,445,127,IGNACIO ESCUDERO,SULLANA,PIURA
200604,29.77676882330685,Underserved,28.142735527809307,Underserved,False,1489,1460,29,LANCONES,SULLANA,PIURA
200605,37.29663261445327,Weakly served,18.35272417707151,Underserved,True,1215,1639,-424,MARCAVELICA,SULLANA,PIURA
200606,47.56905032160424,Weakly served,19.51617480136209,Underserved,True,898,1607,-709,MIGUEL CHECA,SULLANA,PIURA
200607,56.37533106318577,Moderately served,58.860669693530085,Moderately served,False,652,549,103,QUERECOTILLO,SULLANA,PIURA
200608,70.54483541430193,Best served,62.82633371169126,Best served,False,277,293,-16,SALITRAL,SULLANA,PIURA
200701,77.91335603480893,Best served,47.57377979568672,Weakly served,True,129,1239,-1110,PARIÑAS,TALARA,PIURA
200702,36.49262202043133,Weakly served,53.56838819523269,Weakly served,False,1236,887,349,EL ALTO,TALARA,PIURA
200703,41.07075293227393,Weakly served,19.95601589103292,Underserved,True,1115,1592,-477,LA BREA,TALARA,PIURA
200704,47.60688611426409,Weakly served,20.1972190692395,Underserved,True,897,1586,-689,LOBITOS,TALARA,PIURA
200705,45.48808172531214,Weakly served,60.31498297389331,Moderately served,True,961,452,509,LOS ORGANOS,TALARA,PIURA
200706,48.61899356791524,Moderately served,62.66316685584563,Best served,True,868,302,566,MANCORA,TALARA,PIURA
200801,24.95270525917518,Underserved,16.267026106696935,Underserved,False,1608,1684,-76,SECHURA,SECHURA,PIURA
200802,64.21679909194097,Moderately served,64.43671963677639,Best served,True,464,199,265,BELLAVISTA DE LA UNION,SECHURA,PIURA
200803,53.4714339765418,Moderately served,58.60527809307605,Moderately served,False,734,565,169,BERNAL,SECHURA,PIURA
200804,29.85244040862656,Underserved,48.58825198637912,Weakly served,True,1487,1194,293,CRISTO NOS VALGA,SECHURA,PIURA
200805,47.720393492243666,Weakly served,32.356696935300796,Underserved,True,894,1437,-543,VICE,SECHURA,PIURA
200806,47.69201664774877,Weakly served,61.96793416572078,Best served,True,896,344,552,RINCONADA LLICUAR,SECHURA,PIURA
205010,20.40295119182747,Underserved,41.50113507377979,Underserved,False,1730,1387,343,CHIQUIAN,BOLOGNESI,ANCASH
205020,20.40295119182747,Underserved,41.50113507377979,Underserved,False,1730,1387,343,ABELARDO PARDO LEZAMETA,BOLOGNESI,ANCASH
205030,20.40295119182747,Underserved,41.50113507377979,Underserved,False,1730,1387,343,ANTONIO RAYMONDI,BOLOGNESI,ANCASH
205040,20.40295119182747,Underserved,41.50113507377979,Underserved,False,1730,1387,343,AQUIA,BOLOGNESI,ANCASH
205050,20.40295119182747,Underserved,41.50113507377979,Underserved,False,1730,1387,343,CAJACAY,BOLOGNESI,ANCASH
205060,20.40295119182747,Underserved,41.50113507377979,Underserved,False,1730,1387,343,CANIS,BOLOGNESI,ANCASH
205070,20.40295119182747,Underserved,41.50113507377979,Underserved,False,1730,1387,343,COLQUIOC,BOLOGNESI,ANCASH
205090,20.40295119182747,Underserved,41.50113507377979,Underserved,False,1730,1387,343,HUASTA,BOLOGNESI,ANCASH
205100,20.40295119182747,Underserved,41.50113507377979,Underserved,False,1730,1387,343,HUAYLLACAYAN,BOLOGNESI,ANCASH
205110,20.40295119182747,Underserved,41.50113507377979,Underserved,False,1730,1387,343,LA PRIMAVERA,BOLOGNESI,ANCASH
205120,20.40295119182747,Underserved,41.50113507377979,Underserved,False,1730,1387,343,MANGAS,BOLOGNESI,ANCASH
205130,20.40295119182747,Underserved,41.50113507377979,Underserved,False,1730,1387,343,PACLLON,BOLOGNESI,ANCASH
205140,20.40295119182747,Underserved,41.50113507377979,Underserved,False,1730,1387,343,SAN MIGUEL DE CORPANQUI,BOLOGNESI,ANCASH
205150,20.40295119182747,Underserved,41.50113507377979,Underserved,False,1730,1387,343,TICLLOS,BOLOGNESI,ANCASH
210101,91.08967082860386,Best served,78.23496027241771,Best served,False,45,45,0,PUNO,PUNO,PUNO
210102,43.785471055618615,Weakly served,31.051362088535754,Underserved,True,1016,1441,-425,ACORA,PUNO,PUNO
210104,51.63639803253878,Moderately served,48.6450056753689,Weakly served,True,782,1190,-408,ATUNCOLLA,PUNO,PUNO
210105,59.0522133938706,Moderately served,62.45034052213394,Best served,True,588,315,273,CAPACHICA,PUNO,PUNO
210106,66.85584562996596,Best served,60.059591373439275,Moderately served,True,395,468,-73,CHUCUITO,PUNO,PUNO
210107,65.71131290200529,Best served,59.20119182746879,Moderately served,True,426,525,-99,COATA,PUNO,PUNO
210108,51.80665909950814,Moderately served,48.772701475595916,Weakly served,True,772,1182,-410,HUATA,PUNO,PUNO
210109,34.58191449110859,Weakly served,52.135357548240634,Weakly served,False,1301,979,322,MAÑAZO,PUNO,PUNO
210110,49.46083995459705,Moderately served,47.0133371169126,Weakly served,True,847,1267,-420,PAUCARCOLLA,PUNO,PUNO
210111,35.423760877790386,Weakly served,46.261350737797954,Weakly served,False,1274,1299,-25,PICHACANI,PUNO,PUNO
210112,65.1816118047673,Moderately served,58.8039160045403,Moderately served,False,442,553,-111,PLATERIA,PUNO,PUNO
210113,30.675368898978434,Underserved,22.878830874006812,Underserved,False,1450,1527,-77,SAN ANTONIO,PUNO,PUNO
210114,38.072266363980326,Weakly served,23.730136208853576,Underserved,True,1191,1510,-319,TIQUILLACA,PUNO,PUNO
210115,45.41241013999243,Weakly served,50.716515323496026,Weakly served,False,967,1066,-99,VILQUE,PUNO,PUNO
210201,66.38289822171774,Best served,59.70488081725313,Moderately served,True,405,489,-84,AZANGARO,AZANGARO,PUNO
210202,51.976920166477484,Moderately served,48.90039727582293,Weakly served,True,764,1174,-410,ACHAYA,AZANGARO,PUNO
210203,45.279984865682934,Weakly served,49.7233257661748,Weakly served,False,973,1126,-153,ARAPA,AZANGARO,PUNO
210204,45.279984865682934,Weakly served,50.48950056753689,Weakly served,False,973,1080,-107,ASILLO,AZANGARO,PUNO
210205,59.56299659477866,Moderately served,54.58995459704881,Moderately served,False,573,823,-250,CAMINACA,AZANGARO,PUNO
210206,64.44381384790012,Moderately served,58.2505675368899,Moderately served,False,460,590,-130,CHUPA,AZANGARO,PUNO
210207,58.4468407113129,Moderately served,53.75283768444949,Moderately served,False,606,875,-269,JOSE DOMINGO CHOQUEHUANCA,AZANGARO,PUNO
